Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
521366,20725,LUNCH BAG RED SPOTTY,2,2010-09-05 10:54:00,1.65,16782.0,United Kingdom
524087,22625,RED KITCHEN SCALES,1,2010-09-27 11:41:00,16.98,,United Kingdom
525479,21491,SET OF THREE VINTAGE GIFT WRAPS,12,2010-10-05 15:34:00,1.95,17930.0,United Kingdom
527891,16020C,CLEAR STATIONERY BOX SET ,1,2010-10-19 12:16:00,0.85,14524.0,United Kingdom
526513,22513,DOORSTOP FOOTBALL DESIGN,2,2010-10-12 11:04:00,3.75,15039.0,United Kingdom
510549,21134,VICTORIAN METAL POSTCARD CHRISTMAS,8,2010-06-01 16:06:00,1.65,13719.0,United Kingdom
504556,22391,PAPERWEIGHT HOME SWEET HOME,4,2010-04-14 13:50:00,2.55,13878.0,United Kingdom
532295,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2010-11-11 13:46:00,0.85,13226.0,United Kingdom
533965,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,1,2010-11-19 13:06:00,1.66,,United Kingdom
533161,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2010-11-16 14:15:00,1.95,16347.0,United Kingdom
491155,20677,PINK SPOTTY BOWL,2,2009-12-10 09:49:00,2.57,,United Kingdom
536592,85015,SET OF 12  VINTAGE POSTCARD SET,2,2010-12-01 17:06:00,2.51,,United Kingdom
505712,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,2010-04-25 12:43:00,8.5,13527.0,United Kingdom
523513,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,6,2010-09-22 12:38:00,5.95,17850.0,United Kingdom
498095,85099F,JUMBO BAG STRAWBERRY,2,2010-02-16 12:50:00,1.95,16940.0,United Kingdom
515310,82483,WOOD 2 DRAWER CABINET WHITE FINISH,16,2010-07-09 17:17:00,4.95,15856.0,United Kingdom
491449,82580,BATHROOM METAL SIGN,25,2009-12-11 10:58:00,0.55,17230.0,United Kingdom
528629,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,6,2010-10-24 11:18:00,3.75,13654.0,United Kingdom
512709,21212,PACK OF 72 RETRO SPOT CAKE CASES,5,2010-06-17 12:21:00,0.55,16115.0,United Kingdom
531373,22959,WRAP CHRISTMAS VILLAGE,25,2010-11-07 15:49:00,0.42,15996.0,United Kingdom
499641,35921,EASTER BUNNY HANGING GARLAND,1,2010-03-01 14:01:00,1.25,17841.0,United Kingdom
527071,22728,ALARM CLOCK BAKELIKE PINK,4,2010-10-14 14:11:00,3.75,16912.0,United Kingdom
523420,82494L,WOODEN FRAME ANTIQUE WHITE ,12,2010-09-22 09:53:00,2.55,17850.0,United Kingdom
527400,22796,PHOTO FRAME 3 CLASSIC HANGING,12,2010-10-17 13:59:00,8.5,14175.0,United Kingdom
490523,21649,ASSORTED TUTTI FRUTTI PHOTO FRAME,1,2009-12-06 15:32:00,2.95,,United Kingdom
513560,22175,PINK OWL SOFT TOY,2,2010-06-25 13:37:00,2.95,13564.0,United Kingdom
500279,22167,"WALL MIRROR , DIAMANTE OVAL SHAPE",2,2010-03-05 14:52:00,20.38,,United Kingdom
C506877,84969,ASSORTED COLOUR SET 6 TEASPOONS,-1,2010-05-04 16:40:00,4.25,13047.0,United Kingdom
530422,22633,HAND WARMER UNION JACK,1,2010-11-03 09:36:00,4.21,,United Kingdom
504896,22138,BAKING SET 9 PIECE RETROSPOT ,4,2010-04-18 14:25:00,4.95,17041.0,United Kingdom
537844,21890,S/6 WOODEN SKITTLES IN COTTON BAG,1,2010-12-08 15:17:00,2.95,17999.0,United Kingdom
506262,22029,SPACEBOY BIRTHDAY CARD,12,2010-04-28 14:45:00,0.42,12839.0,United Kingdom
490745,22027,TEA PARTY BIRTHDAY CARD,1,2009-12-07 18:02:00,0.86,,United Kingdom
532811,22512,DOORSTOP RACING CAR DESIGN,4,2010-11-14 15:27:00,3.75,15606.0,United Kingdom
533957,M,Manual,1,2010-11-19 12:51:00,1.25,16885.0,United Kingdom
490149,21069,VINTAGE BILLBOARD TEA MUG,1,2009-12-04 09:43:00,2.57,,United Kingdom
523425,21790,VINTAGE SNAP CARDS,12,2010-09-22 10:22:00,0.85,16700.0,United Kingdom
498133,47581B,FAIRY CAKE WICKER PICNIC BASKET ,1,2010-02-16 17:24:00,25.49,,United Kingdom
536808,22570,FELTCRAFT CUSHION RABBIT,12,2010-12-02 16:46:00,3.75,17659.0,United Kingdom
524851,21002,ROSE DU SUD DRAWSTRING BAG,9,2010-09-30 18:45:00,4.25,12500.0,Germany
531208,22575,METAL MERRY CHRISTMAS WREATH,3,2010-11-05 16:03:00,1.95,,Unspecified
494875,84991,60 TEATIME FAIRY CAKE CASES,120,2010-01-19 12:31:00,0.42,17511.0,United Kingdom
506135,22617,BAKING SET SPACEBOY DESIGN,3,2010-04-27 15:21:00,4.95,15070.0,United Kingdom
495439,21549,CERAMIC BIRDHOUSE RED ROOF SMALL,6,2010-01-25 11:52:00,2.95,13477.0,United Kingdom
503975,22318,FIVE HEART HANGING DECORATION,6,2010-04-08 17:51:00,2.95,17529.0,United Kingdom
521494,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,2010-09-06 14:05:00,0.85,13426.0,United Kingdom
524327,37370,RETRO COFFEE MUGS ASSORTED,1,2010-09-28 15:07:00,16.13,,United Kingdom
509207,35961,FOLKART ZINC HEART CHRISTMAS DEC,2,2010-05-21 09:40:00,1.66,,United Kingdom
499009,21239,PINK  SPOTTY CUP,96,2010-02-24 11:59:00,0.72,17511.0,United Kingdom
498104,22293,"SPRING DEC , HANGING CHICK  GREEN",1,2010-02-16 13:49:00,1.45,13503.0,United Kingdom
537995,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,2010-12-09 11:39:00,2.55,12712.0,Germany
534379,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,2,2010-11-22 12:36:00,1.25,14646.0,Netherlands
508822,21875,KINGS CHOICE MUG,12,2010-05-18 13:24:00,1.25,13501.0,Switzerland
537237,21810,CHRISTMAS HANGING STAR WITH BELL,5,2010-12-06 09:58:00,2.51,,United Kingdom
513796,22074,6 RIBBONS SHIMMERING PINKS ,12,2010-06-28 15:57:00,1.65,12799.0,Japan
492414,15036,ASSORTED COLOURS SILK FAN,1,2009-12-16 17:01:00,1.3,,United Kingdom
517866,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,2010-08-02 14:33:00,9.95,12907.0,United Kingdom
536009,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,48,2010-11-29 15:07:00,3.39,12415.0,Australia
513598,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,10,2010-06-27 11:18:00,1.25,13542.0,United Kingdom
C496084,82494L,WOODEN FRAME ANTIQUE WHITE ,-1,2010-01-28 18:15:00,2.95,17460.0,United Kingdom
494871,85152,HAND OVER THE CHOCOLATE   SIGN ,12,2010-01-19 12:17:00,2.1,17706.0,United Kingdom
496821,21458,2 PICTURE BOOK EGGS EASTER BUNNY,12,2010-02-04 10:37:00,1.25,13875.0,United Kingdom
518570,84990,60 GOLD AND SILVER FAIRY CAKE CASES,1,2010-08-10 11:49:00,1.28,,United Kingdom
C504374,22467,GUMBALL COAT RACK,-1,2010-04-13 11:07:00,2.55,17677.0,United Kingdom
511685,84992,72 SWEETHEART FAIRY CAKE CASES,24,2010-06-09 15:41:00,0.55,12634.0,USA
532076,22217,T-LIGHT HOLDER HANGING LACE,4,2010-11-10 15:00:00,1.25,17338.0,United Kingdom
517914,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2010-08-03 10:33:00,2.55,17511.0,United Kingdom
489446,20728,LUNCH BAG CARS BLUE,10,2009-12-01 10:06:00,1.65,13758.0,United Kingdom
500302,82600,NO SINGING METAL SIGN,12,2010-03-07 10:49:00,2.1,14110.0,United Kingdom
503342,22177,5 HOOK BLACKBOARD ORGANISER ,1,2010-03-31 13:09:00,9.95,16845.0,United Kingdom
531382,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2010-11-07 16:29:00,2.95,16549.0,United Kingdom
530845,22178,VICTORIAN GLASS HANGING T-LIGHT,24,2010-11-04 14:25:00,1.25,14895.0,United Kingdom
506781,21164,HOME SWEET HOME METAL SIGN ,12,2010-05-04 12:16:00,2.95,14895.0,United Kingdom
491160,21888,BINGO SET,4,2009-12-10 10:29:00,3.75,14911.0,EIRE
500170,84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,1,2010-03-05 10:05:00,12.75,18226.0,United Kingdom
501552,37503,TEA TIME CAKE STAND IN GIFT BOX,2,2010-03-17 15:37:00,10.75,14249.0,United Kingdom
514563,21244,BLUE  SPOTTY PLATE ,12,2010-07-05 11:48:00,1.69,15039.0,United Kingdom
502596,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2010-03-25 13:15:00,2.95,16553.0,United Kingdom
517975,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",24,2010-08-03 14:01:00,0.85,16767.0,United Kingdom
526738,85114B,IVORY ENCHANTED FOREST PLACEMAT,1,2010-10-12 18:02:00,3.36,,United Kingdom
516726,21621,VINTAGE UNION JACK BUNTING,2,2010-07-22 13:07:00,8.5,17643.0,United Kingdom
489575,21743,STAR PORTABLE TABLE LIGHT ,6,2009-12-01 13:37:00,2.95,13590.0,United Kingdom
498696,22193,RED DINER WALL CLOCK,2,2010-02-22 12:05:00,8.5,16619.0,United Kingdom
506951,47599A,PINK PARTY BAGS,6,2010-05-05 11:36:00,2.1,14560.0,United Kingdom
505510,22535,MAGIC DRAWING SLATE BUNNIES ,1,2010-04-22 14:33:00,0.85,,United Kingdom
511656,20711,JUMBO BAG TOYS ,2,2010-06-09 14:13:00,4.21,,United Kingdom
518330,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,2010-08-06 12:31:00,0.85,17790.0,United Kingdom
535948,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,2,2010-11-29 12:00:00,6.77,,United Kingdom
520824,22312,OFFICE MUG WARMER POLKADOT,1,2010-08-31 12:30:00,8.47,,United Kingdom
512001,20725,LUNCH BAG RED SPOTTY,2,2010-06-11 15:54:00,1.65,17963.0,United Kingdom
535775,21872,GLAMOROUS  MUG,2,2010-11-28 13:40:00,1.25,16033.0,United Kingdom
494872,84975,HEART SHAPED MIRROR,6,2010-01-19 12:18:00,1.69,14715.0,United Kingdom
537881,48111,DOORMAT 3 SMILEY CATS,10,2010-12-09 09:23:00,6.75,15513.0,United Kingdom
522913,22151,PLACE SETTING WHITE HEART,6,2010-09-17 13:52:00,0.42,15026.0,United Kingdom
511976,21272,SALLE DE BAIN HOOK,4,2010-06-11 14:37:00,1.25,17191.0,United Kingdom
512557,21621,VINTAGE UNION JACK BUNTING,2,2010-06-16 14:25:00,8.5,14374.0,United Kingdom
499173,35811A,ENAMEL PINK SUGAR CONTAINER,18,2010-02-25 10:06:00,2.1,18268.0,United Kingdom
520704,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2010-08-29 12:05:00,1.65,13102.0,United Kingdom
503515,22479,DAISY GARDEN MARKER,10,2010-04-01 12:54:00,1.25,13196.0,United Kingdom
522024,20750,RED/WHITE DOT MINI CASES,1,2010-09-10 11:40:00,7.95,17228.0,United Kingdom
500118,21874,GIN AND TONIC MUG,2,2010-03-04 13:39:00,1.25,14680.0,United Kingdom
525422,22176,BLUE OWL SOFT TOY,4,2010-10-05 12:53:00,2.95,16065.0,United Kingdom
511276,22428,ENAMEL FIRE BUCKET CREAM,2,2010-06-07 13:29:00,6.95,17515.0,United Kingdom
494378,21508,VINTAGE KID DOLLY CARD ,4,2010-01-13 17:03:00,0.84,,United Kingdom
491069,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2009-12-09 12:30:00,0.55,12921.0,United Kingdom
519477,21989,PACK OF 20 SKULL PAPER NAPKINS,24,2010-08-17 12:44:00,0.85,13001.0,United Kingdom
509401,22487,WHITE WOOD GARDEN PLANT LADDER,2,2010-05-23 11:24:00,9.95,16702.0,United Kingdom
528087,21056,DOCTOR'S BAG SOFT TOY,1,2010-10-20 13:09:00,8.95,16521.0,United Kingdom
493192,72655C,,8,2009-12-22 13:18:00,0.0,,United Kingdom
533336,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2010-11-16 18:10:00,0.85,12714.0,France
535670,22382,LUNCH BAG SPACEBOY DESIGN ,10,2010-11-28 12:03:00,1.65,15834.0,United Kingdom
534842,22470,HEART OF WICKER LARGE,6,2010-11-24 13:21:00,2.95,15262.0,United Kingdom
511509,22055,MINI CAKE STAND  HANGING STRAWBERY,1,2010-06-08 15:26:00,3.36,,United Kingdom
532252,22744,MAKE YOUR OWN MONSOON CARD KIT,6,2010-11-11 12:45:00,2.95,17416.0,United Kingdom
491966,85226C,BLUE PULL BACK RACING CAR,4,2009-12-14 17:16:00,1.7,,United Kingdom
518797,21915,RED  HARMONICA IN BOX ,12,2010-08-12 10:05:00,1.25,14276.0,United Kingdom
516138,21154,RED SPOTTY OVEN GLOVE ,10,2010-07-16 16:10:00,1.25,16670.0,United Kingdom
516476,21012,ANTIQUE ALL GLASS CANDLESTICK,6,2010-07-20 16:27:00,2.1,17584.0,United Kingdom
515674,21535,RED RETROSPOT SMALL MILK JUG,6,2010-07-14 10:58:00,2.55,13013.0,United Kingdom
536544,22182,CAKE STAND VICTORIAN FILIGREE SMALL,1,2010-12-01 14:32:00,4.21,,United Kingdom
492399,22355,"CHARLOTTE BAG , SUKI DESIGN",10,2009-12-16 15:31:00,0.85,14329.0,United Kingdom
520193,22423,REGENCY CAKESTAND 3 TIER,3,2010-08-24 14:47:00,25.49,,United Kingdom
538113,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,2010-12-09 15:29:00,3.75,15811.0,United Kingdom
518270,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,2,2010-08-05 20:03:00,0.85,16549.0,United Kingdom
519730,21171,BATHROOM METAL SIGN ,1,2010-08-19 19:39:00,1.45,16549.0,United Kingdom
527197,22852,ENAMEL DOG BOWL CREAM,48,2010-10-15 11:47:00,3.75,15181.0,United Kingdom
527819,21034,REX CASH+CARRY JUMBO SHOPPER,1,2010-10-19 11:22:00,0.95,16515.0,United Kingdom
536980,22699,ROSES REGENCY TEACUP AND SAUCER ,48,2010-12-03 14:26:00,2.55,17819.0,United Kingdom
512528,22410,MONEY BOX HOUSEKEEPING DESIGN,6,2010-06-16 11:54:00,1.25,17952.0,United Kingdom
536783,22629,SPACEBOY LUNCH BOX ,64,2010-12-02 15:19:00,1.65,15061.0,United Kingdom
519829,21472,LADYBIRD + BEE RAFFIA FOOD COVER,12,2010-08-20 14:53:00,3.75,14911.0,EIRE
508196,47599A,PINK PARTY BAGS,126,2010-05-13 13:30:00,1.69,16754.0,United Kingdom
519409,22433,WATERING CAN GREEN DINOSAUR,6,2010-08-17 09:59:00,1.95,13945.0,United Kingdom
508487,21034,REX CASH+CARRY JUMBO SHOPPER,2,2010-05-16 13:10:00,0.95,18039.0,United Kingdom
C495585,22064,PINK DOUGHNUT TRINKET POT ,-4,2010-01-26 10:17:00,1.65,18223.0,United Kingdom
536733,47599B,BLUE PARTY BAGS ,6,2010-12-02 12:50:00,2.1,15738.0,United Kingdom
498161,22214,CANDLE PLATE LACE WHITE,6,2010-02-17 12:03:00,2.55,15251.0,United Kingdom
496704,22138,BAKING SET 9 PIECE RETROSPOT ,3,2010-02-03 13:24:00,4.95,16709.0,United Kingdom
509394,47566,PARTY BUNTING,60,2010-05-23 10:54:00,3.75,13647.0,United Kingdom
504257,22033,BOTANICAL ROSE GREETING CARD,12,2010-04-12 13:50:00,0.42,12982.0,United Kingdom
528305,22073,RED RETROSPOT STORAGE JAR,1,2010-10-21 12:09:00,3.75,17834.0,United Kingdom
518386,22189,CREAM HEART CARD HOLDER,6,2010-08-08 12:11:00,3.95,14161.0,United Kingdom
516168,M,Manual,1,2010-07-18 13:22:00,21.95,15547.0,United Kingdom
523198,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2010-09-21 09:17:00,1.95,14227.0,United Kingdom
512946,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2010-06-20 15:32:00,6.45,17625.0,United Kingdom
517076,84987,SET OF 36 TEATIME PAPER DOILIES,1,2010-07-26 14:05:00,2.98,,United Kingdom
501029,21668,RED STRIPE CERAMIC DRAWER KNOB,12,2010-03-11 17:21:00,1.25,16011.0,United Kingdom
537374,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,2010-12-06 12:55:00,2.95,17259.0,United Kingdom
489539,22083,PAPER CHAIN KIT RETRO SPOT,160,2009-12-01 12:18:00,2.55,15061.0,United Kingdom
506959,21243,PINK  SPOTTY PLATE ,1,2010-05-05 12:05:00,3.36,,United Kingdom
492300,21737,SET 3 WICKER LOG BASKETS,8,2009-12-16 11:55:00,16.95,12747.0,United Kingdom
489904,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2009-12-03 10:02:00,3.75,13979.0,United Kingdom
523137,22295,HEART FILIGREE DOVE LARGE,8,2010-09-20 14:14:00,1.65,17785.0,United Kingdom
514026,20675,BLUE SPOTTY BOWL,8,2010-06-30 11:32:00,1.25,17676.0,United Kingdom
516967,22594,CHRISTMAS GINGHAM TREE,12,2010-07-26 09:50:00,0.85,12813.0,Netherlands
510776,22355,CHARLOTTE BAG SUKI DESIGN,10,2010-06-03 14:44:00,0.85,12877.0,United Kingdom
C491590,35400,WOODEN BOX ADVENT CALENDAR ,-1,2009-12-11 13:07:00,8.95,16917.0,United Kingdom
507380,84868B,BLUE BABY BOY'S MEMORY BOX,1,2010-05-09 11:40:00,6.95,13838.0,United Kingdom
519666,20727,LUNCH BAG  BLACK SKULL.,20,2010-08-19 12:16:00,1.65,12976.0,United Kingdom
C527934,22752,SET 7 BABUSHKA NESTING BOXES,-2,2010-10-19 13:35:00,8.5,12921.0,United Kingdom
494015,20752,RETRO BLUE SPOTTY WASHING UP GLOVES,2,2010-01-11 09:34:00,2.57,,United Kingdom
513312,51014L,"FEATHER PEN,LIGHT PINK",12,2010-06-23 15:40:00,0.85,14798.0,United Kingdom
533576,20677,PINK POLKADOT BOWL,12,2010-11-18 11:02:00,1.25,15482.0,United Kingdom
513362,21062,PARTY INVITES SPACEMAN,3,2010-06-24 11:33:00,1.66,,United Kingdom
527656,21285,RETROSPOT CANDLE  MEDIUM,24,2010-10-18 14:10:00,0.65,16202.0,United Kingdom
520322,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,3,2010-08-25 12:16:00,4.95,13648.0,United Kingdom
535786,21587,COSY HOUR GIANT TUBE MATCHES,1,2010-11-28 14:13:00,2.55,14878.0,United Kingdom
516734,21357,TOAST ITS - DINOSAUR,48,2010-07-22 13:43:00,1.25,16555.0,United Kingdom
519560,21657,MILK BOTTLE WITH GLASS STOPPER ,2,2010-08-18 11:34:00,14.43,,United Kingdom
525871,20711,JUMBO BAG TOYS ,2,2010-10-07 13:42:00,1.95,17354.0,United Kingdom
532419,22835,HOT WATER BOTTLE I AM SO POORLY,3,2010-11-12 09:18:00,9.32,,United Kingdom
515420,84673B,BLUE FLY SWAT,1,2010-07-12 13:15:00,0.65,17365.0,United Kingdom
497812,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2010-02-12 14:46:00,3.75,14415.0,United Kingdom
490157,51008,AFGHAN SLIPPER SOCK PAIR,40,2009-12-04 10:39:00,3.45,16736.0,United Kingdom
501870,21884,CAKES AND BOWS GIFT  TAPE,12,2010-03-21 12:20:00,0.55,17448.0,United Kingdom
497166,22054,MINI CAKE STAND HANGING HEARTS,1,2010-02-05 17:21:00,3.36,,United Kingdom
520336,22082,RIBBON REEL STRIPES DESIGN ,1,2010-08-25 12:39:00,1.65,16019.0,United Kingdom
513410,21313,GLASS HEART T-LIGHT HOLDER ,12,2010-06-24 12:11:00,0.85,15051.0,United Kingdom
530060,84199,GLOW IN DARK DOLPHINS,1,2010-11-01 11:35:00,0.43,,United Kingdom
525481,90019C,SILVER BLACK ORBIT BRACELET,1,2010-10-05 15:42:00,4.95,,United Kingdom
507937,20895,,-34,2010-05-12 10:11:00,0.0,,United Kingdom
509980,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",8,2010-05-26 14:07:00,1.25,12378.0,Switzerland
521148,22189,CREAM HEART CARD HOLDER,2,2010-09-02 13:27:00,3.95,16065.0,United Kingdom
526564,22145,CHRISTMAS CRAFT HEART STOCKING ,6,2010-10-12 11:39:00,2.1,16161.0,United Kingdom
490353,21534,DAIRY MAID LARGE MILK JUG,1,2009-12-04 16:37:00,4.95,15514.0,United Kingdom
534362,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,6,2010-11-22 11:57:00,2.55,16200.0,United Kingdom
533113,22312,OFFICE MUG WARMER POLKADOT,6,2010-11-16 12:19:00,2.95,17852.0,United Kingdom
534859,21775,DECORATIVE FLORE BATHROOM BOTTLE,1,2010-11-24 13:56:00,2.51,,United Kingdom
503343,21257,VICTORIAN SEWING BOX MEDIUM,2,2010-03-31 13:10:00,7.95,15796.0,United Kingdom
528040,22156,HEART DECORATION WITH PEARLS ,24,2010-10-20 11:32:00,0.85,13557.0,United Kingdom
521985,21125,SET 6 FOOTBALL CELEBRATION CANDLES,12,2010-09-10 10:27:00,1.25,14623.0,United Kingdom
516877,22423,REGENCY CAKESTAND 3 TIER,1,2010-07-23 13:30:00,12.75,17364.0,United Kingdom
490149,21397,BLUE  SPOTTY EGG CUP ,2,2009-12-04 09:43:00,3.43,,United Kingdom
494029,21136,PAINTED METAL PEARS ASSORTED,8,2010-01-11 10:24:00,1.69,12913.0,United Kingdom
C512515,20914,SET/5 RED SPOTTY LID GLASS BOWLS,-1,2010-06-16 11:19:00,2.95,16550.0,United Kingdom
532085,22801,ANTIQUE GLASS PEDESTAL BOWL,6,2010-11-10 15:20:00,3.75,14031.0,United Kingdom
522428,21158,MOODY GIRL DOOR HANGER ,2,2010-09-14 13:24:00,1.45,16444.0,United Kingdom
494395,22131,FOOD CONTAINER SET 3 LOVE HEART ,6,2010-01-14 10:35:00,1.95,14256.0,United Kingdom
498015,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2010-02-15 15:54:00,0.85,17442.0,United Kingdom
